Date,Open,High,Low,Close,Adj Close,Volume,marketCycle
1991-12-12,85.83333587646484,123.33333587646484,85.83333587646484,121.66666412353516,121.66666412353516,67065.0,
1991-12-17,118.33333587646484,121.66666412353516,106.66666412353516,108.33333587646484,108.33333587646484,27075.0,
1991-12-22,108.33333587646484,135.0,108.33333587646484,135.0,135.0,11790.0,
1991-12-27,135.0,140.0,130.8333282470703,140.0,140.0,11550.0,
1992-01-01,136.6666717529297,176.6666717529297,136.6666717529297,163.3333282470703,163.3333282470703,17085.0,
1992-01-06,163.3333282470703,173.3333282470703,141.6666717529297,150.0,150.0,14250.0,
1992-01-11,140.0,151.6666717529297,140.0,151.6666717529297,151.6666717529297,8595.0,
1992-01-16,143.3333282470703,151.6666717529297,124.16666412353516,146.6666717529297,146.6666717529297,34245.0,
1992-01-21,153.3333282470703,155.0,140.0,144.1666717529297,144.1666717529297,15495.0,
1992-01-26,141.6666717529297,155.0,141.6666717529297,143.3333282470703,143.3333282470703,24240.0,
1992-01-31,146.6666717529297,150.0,143.3333282470703,148.3333282470703,148.3333282470703,9435.0,
1992-02-05,145.0,150.8333282470703,145.0,146.6666717529297,146.6666717529297,2475.0,
1992-02-10,153.3333282470703,165.0,146.6666717529297,165.0,165.0,15570.0,
1992-02-15,170.0,188.3333282470703,165.8333282470703,175.0,175.0,4605.0,
1992-02-20,180.0,180.0,158.3333282470703,161.6666717529297,161.6666717529297,7935.0,
1992-02-25,158.3333282470703,160.0,148.3333282470703,148.3333282470703,148.3333282470703,5685.0,52.56439284196739
1992-03-01,146.6666717529297,160.0,138.3333282470703,160.0,160.0,40350.0,56.29369437592602
1992-03-06,155.0,160.0,133.3333282470703,135.0,135.0,28695.0,32.482432290085434
1992-03-11,145.0,151.6666717529297,133.3333282470703,145.0,145.0,29655.0,33.16118009305303
1992-03-16,138.3333282470703,141.6666717529297,128.3333282470703,131.6666717529297,131.6666717529297,95190.0,21.07751087013169
1992-03-21,128.3333282470703,135.0,105.0,111.66666412353516,111.66666412353516,12150.0,18.773252613858723
1992-03-26,120.0,123.33333587646484,101.66666412353516,123.33333587646484,123.33333587646484,10290.0,22.362651848716574
1992-03-31,116.66666412353516,121.66666412353516,103.33333587646484,110.0,110.0,26280.0,18.838558740005954
1992-04-05,106.66666412353516,111.66666412353516,100.0,101.66666412353516,101.66666412353516,22260.0,17.068028711627257
1992-04-10,101.66666412353516,110.0,100.0,110.0,110.0,4545.0,24.3344668889913
1992-04-15,100.0,110.0,100.0,110.0,110.0,4965.0,30.883187529681805
1992-04-20,100.0,108.33333587646484,56.66666793823242,63.33333206176758,63.33333206176758,32595.0,24.107859578940243
1992-04-25,60.0,86.66666412353516,60.0,86.66666412353516,86.66666412353516,20430.0,34.68914957450812
