Date,Open,High,Low,Close,Adj Close,Volume,marketCycle
2004-08-19,2.490664005279541,2.8264060020446777,2.3900420665740967,2.7247869968414307,2.7216899394989014,1723142643.0,
2004-08-24,2.7706151008605957,2.779581069946289,2.5795810222625732,2.6438400745391846,2.6408348083496094,758440204.0,
2004-08-29,2.622170925140381,2.6274020671844482,2.4642629623413086,2.528273105621338,2.5253992080688477,690699242.0,
2004-09-03,2.5143260955810547,2.540477991104126,2.4737279415130615,2.5300168991088867,2.5271410942077637,221045439.0,
2004-09-08,2.5090949535369873,2.6540520191192627,2.5031180381774902,2.6234169006347656,2.6204349994659424,356611676.0,
2004-09-13,2.655795097351074,2.9262819290161133,2.6515610218048096,2.9262819290161133,2.9229557514190674,967075300.0,
2004-09-18,2.912832021713257,3.0286478996276855,2.90834903717041,2.9484479427337646,2.945096492767334,511192922.0,
2004-09-23,2.9599061012268066,3.090914011001587,2.9145750999450684,2.945460081100464,2.9421122074127197,496855382.0,
2004-09-28,3.0211760997772217,3.3628950119018555,2.994028091430664,3.3021230697631836,3.2983696460723877,1533823679.0,
2004-10-03,3.368623971939087,3.483941078186035,3.2936549186706543,3.458287000656128,3.4543561935424805,1115124151.0,
2004-10-08,3.455049991607666,3.4789600372314453,3.3225460052490234,3.422173023223877,3.418283224105835,667299863.0,
2004-10-13,3.56961989402771,3.6239171028137207,3.4510650634765625,3.5892961025238037,3.5852162837982178,872188971.0,
2004-10-18,3.5666310787200928,4.487430095672607,3.4769670963287354,4.294652938842773,4.289771556854248,3169567955.0,
2004-10-23,4.393531799316406,4.842598915100098,4.297640800476074,4.6318888664245605,4.62662410736084,2747371368.0,
2004-10-28,4.649571895599365,4.980082988739014,4.622673034667969,4.882449150085449,4.876899242401123,1936599745.0,
2004-11-02,4.9509429931640625,5.02117919921875,4.198015213012695,4.217939853668213,4.2131452560424805,2388025481.0,76.93691330862625
2004-11-07,4.257293224334717,4.576595783233643,4.116321086883545,4.558413982391357,4.553232669830322,1922599465.0,76.32428514782842
2004-11-12,4.613458156585693,4.727281093597412,4.254802227020264,4.297391891479492,4.292507171630859,1990031272.0,64.8879555836304
2004-11-17,4.209721088409424,4.420928955078125,4.127778053283691,4.219184875488281,4.214389324188232,1747798715.0,56.418765964835686
2004-11-22,4.096395969390869,4.483942985534668,4.017691135406494,4.468002796173096,4.462924003601074,1868682124.0,56.71066383698665
2004-11-27,4.492162227630615,4.557916164398193,4.421177864074707,4.4822001457214355,4.477105617523193,1053160764.0,60.10042253996363
2004-12-02,4.4807047843933105,4.5208048820495605,4.384067058563232,4.390791893005371,4.385800838470459,738120325.0,56.27600805750268
2004-12-07,4.38356876373291,4.388551235198975,4.196022033691406,4.2752251625061035,4.2703657150268555,1059311734.0,51.92653233016476
2004-12-12,4.288177013397217,4.500380992889404,4.220430850982666,4.395275115966797,4.390279293060303,1443422097.0,56.87725398460081
2004-12-17,4.4024977684021,4.693905830383301,4.397267818450928,4.576595783233643,4.571393966674805,912888955.0,61.20615334422782
2004-12-22,4.580331802368164,4.69739294052124,4.558165073394775,4.679957866668701,4.674638271331787,301991712.0,61.67570342726786
2004-12-27,4.711091995239258,4.978340148925781,4.709846019744873,4.801752090454102,4.796294212341309,1064005261.0,72.79161124067079
2005-01-01,4.916571140289307,5.071989059448242,4.787804126739502,4.819684982299805,4.814206600189209,1519140850.0,80.68391481090903
2005-01-06,4.858788013458252,4.934006214141846,4.675475120544434,4.858290195465088,4.8527679443359375,1107720504.0,88.01203381143152
2005-01-11,4.8722381591796875,4.9815778732299805,4.744716167449951,4.980582237243652,4.974921226501465,1269789710.0,91.18698675223044
2005-01-16,5.00548791885376,5.1133341789245605,4.782075881958008,4.829895973205566,4.824406147003174,1342288439.0,82.2029685148848
2005-01-21,4.845337867736816,4.865762233734131,4.390791893005371,4.411465167999268,4.4064507484436035,1362700663.0,58.59102360248137
2005-01-26,4.4650139808654785,4.8493242263793945,4.462025165557861,4.7407307624816895,4.735342025756836,1250409339.0,61.55454141667515
2005-01-31,4.8241682052612305,5.399759769439697,4.74795389175415,5.089921951293945,5.084136486053467,3575046111.0,68.70383352306462
2005-02-05,5.112338066101074,5.140730857849121,4.718812942504883,4.771615028381348,4.766191482543945,1670714864.0,55.602431588715774
2005-02-10,4.781328201293945,4.8089752197265625,4.508102893829346,4.806733131408691,4.80126953125,2837030177.0,54.878162784077574
2005-02-15,4.821926116943359,4.977344036102295,4.8089752197265625,4.930270195007324,4.924665927886963,2457794014.0,59.54240085410731
2005-02-20,4.894155979156494,4.953930854797363,4.538737773895264,4.704616069793701,4.699268341064453,2203588748.0,48.03443689707464
2005-02-25,4.711091995239258,4.730269908905029,4.533009052276611,4.634130001068115,4.628862380981445,1088187563.0,38.10888194947462
2005-03-02,4.63139009475708,4.67622184753418,4.5905442237854,4.630145072937012,4.624882221221924,869976710.0,34.228395827196465
2005-03-07,4.6769700050354,4.7285261154174805,4.412211894989014,4.428400993347168,4.423367500305176,1889564103.0,23.62189954487705
2005-03-12,4.4416022300720215,4.483195781707764,4.298140048980713,4.373607158660889,4.368635654449463,1151299238.0,14.316005022842285
2005-03-17,4.41171407699585,4.537242889404297,4.3785881996154785,4.5051140785217285,4.499993324279785,916795542.0,20.88699369056925
2005-03-22,4.5125861167907715,4.531515121459961,4.429646968841553,4.4645161628723145,4.459441661834717,569402290.0,23.755598110827954
2005-03-27,4.525039196014404,4.602747917175293,4.4244160652160645,4.4958977699279785,4.490787506103516,1132858375.0,31.172379418657062
2005-04-01,4.527031898498535,4.738738059997559,4.47921085357666,4.696646213531494,4.691307544708252,923251651.0,46.20285521882326
2005-04-06,4.7133331298828125,4.859285831451416,4.671988010406494,4.783320903778076,4.777884006500244,805463802.0,60.2964427515123
2005-04-11,4.8092241287231445,4.851813793182373,4.5992608070373535,4.607728958129883,4.60249137878418,1486189801.0,56.11754356466531
2005-04-16,4.597268104553223,4.993782043457031,4.570119857788086,4.934006214141846,4.928398132324219,1221834634.0,75.90598648122457
2005-04-21,4.991789817810059,5.5975189208984375,4.964392185211182,5.567381858825684,5.56105375289917,2842494582.0,82.12450433362487
2005-04-26,5.484941005706787,5.535501956939697,5.398265838623047,5.479462146759033,5.473233699798584,1822397285.0,83.34558185505253
2005-05-01,5.530519962310791,5.725539207458496,5.484692096710205,5.6533098220825195,5.646883964538574,1892695797.0,84.07281674814689
2005-05-06,5.688676834106445,5.709847927093506,5.597021102905273,5.673733234405518,5.66728401184082,748655666.0,88.82298819840553
2005-05-11,5.702874183654785,5.784070014953613,5.661777973175049,5.709599018096924,5.703109264373779,1117874421.0,90.04619435947252
2005-05-16,5.720558166503906,6.01918888092041,5.6929121017456055,6.017693996429443,6.0108537673950195,1753841279.0,91.24470613249218
2005-05-21,6.056300163269043,6.611219882965088,6.0450921058654785,6.495902061462402,6.488518238067627,2749840589.0,94.10258655510022
2005-05-26,6.499638080596924,6.626412868499756,6.433385848999023,6.625166893005371,6.617636203765869,1033085799.0,96.35596871685371
2005-05-31,6.710597038269043,7.294907093048096,6.709103107452393,6.9803361892700195,6.972402095794678,3781517125.0,97.21917811430012
2005-06-05,7.033387184143066,7.461781024932861,6.924046993255615,7.131021022796631,7.122915267944336,3572978389.0,97.78535268936835
2005-06-10,7.147957801818848,7.155180931091309,6.887185096740723,6.932764053344727,6.924883842468262,1429004257.0,89.81711693635255
2005-06-15,6.849327087402344,6.981331825256348,6.660783767700195,6.981331825256348,6.973396301269531,1757759912.0,84.36986308734589
2005-06-20,6.876474857330322,7.42218017578125,6.767881870269775,7.403500080108643,7.395084857940674,3150107284.0,84.28495222016122
2005-06-25,7.444595813751221,7.702380180358887,7.27647590637207,7.290672779083252,7.28238582611084,2213790846.0,76.24491727507768
2005-06-30,7.331021785736084,7.445343017578125,7.203499794006348,7.254059791564941,7.245814323425293,976526593.0,68.26251967887552
2005-07-05,7.275230884552002,7.412217140197754,7.185815811157227,7.3780951499938965,7.36970853805542,1350001241.0,71.83110060193908
2005-07-10,7.382328987121582,7.64011287689209,7.246089935302734,7.494160175323486,7.485641956329346,1459883567.0,76.44965257786691
2005-07-15,7.502877235412598,7.729776859283447,7.415953159332275,7.718568801879883,7.7097954750061035,1094792226.0,77.45875706576903
2005-07-20,7.61072301864624,7.91533088684082,7.38058614730835,7.531768798828125,7.523207664489746,2308082956.0,73.94853102672549
2005-07-25,7.531519889831543,7.553936004638672,7.147957801818848,7.167136192321777,7.158989429473877,1645444498.0,63.034439410450794
2005-07-30,7.176102161407471,7.465019226074219,7.175603866577148,7.404745101928711,7.396328449249268,758159155.0,61.91794935116228
2005-08-04,7.361158847808838,7.447085857391357,7.235130786895752,7.254059791564941,7.245814323425293,628667601.0,46.1098695107391
2005-08-09,7.2717437744140625,7.289677143096924,6.989302158355713,7.2159528732299805,7.2077507972717285,1074375987.0,37.56174180557648
2005-08-14,7.217945098876953,7.29191780090332,6.849327087402344,6.973610877990723,6.965684413909912,1246253821.0,23.343968318348296
2005-08-19,6.998517990112305,7.010472774505615,6.808230876922607,6.9633989334106445,6.955483913421631,729829364.0,17.03447431315602
2005-08-24,6.913337230682373,7.0988922119140625,6.885441780090332,7.063025951385498,7.05499792098999,671507576.0,20.07379190864294
2005-08-29,7.029651165008545,7.222678184509277,7.029651165008545,7.18432092666626,7.176154613494873,879508304.0,30.300324503172288
2005-09-03,7.198019981384277,7.359912872314453,7.105367183685303,7.344222068786621,7.335874080657959,470227948.0,45.22307034931633
2005-09-08,7.343225955963135,7.756426811218262,7.306612968444824,7.714583873748779,7.705814838409424,858819044.0,69.5310147843968
2005-09-13,7.696153163909912,7.858792781829834,7.419938087463379,7.476974010467529,7.468475341796875,1791558124.0,67.71396276452819
2005-09-18,7.4969000816345215,7.9506988525390625,7.4896769523620605,7.755181789398193,7.74636697769165,1535293167.0,78.96649216089438
2005-09-23,7.795780181884766,7.993786811828613,7.784821033477783,7.819191932678223,7.810304164886475,1013837924.0,80.3537933893277
2005-09-28,7.826166152954102,7.907858848571777,7.6114702224731445,7.881956100463867,7.872996807098389,913912778.0,83.49750907216699
2005-10-03,7.811470985412598,8.002006530761719,7.67124605178833,7.795529842376709,7.78666877746582,1662090660.0,75.298537937565
2005-10-08,7.803501129150391,7.8411102294921875,7.447085857391357,7.496152877807617,7.4876322746276855,940351506.0,62.77758552064718
2005-10-13,7.521805763244629,7.601508140563965,7.23986291885376,7.596526145935059,7.587891578674316,1070136154.0,60.12957952487356
2005-10-18,7.595530033111572,8.628409385681152,7.502130031585693,8.465767860412598,8.456145286560059,2043334318.0,68.23898001703049
2005-10-23,8.552193641662598,8.893913269042969,8.522804260253906,8.793540000915527,8.783544540405273,1218626655.0,71.30128314975579
2005-10-28,8.848583221435547,9.561660766601562,8.84235668182373,9.44908332824707,9.438343048095703,1469587806.0,79.45912178350332
2005-11-02,9.506866455078125,9.758173942565918,9.394039154052734,9.7243013381958,9.713248252868652,1077571922.0,85.32342405623983
2005-11-07,9.840615272521973,9.899643898010254,9.400514602661133,9.723553657531738,9.712501525878906,1772559176.0,90.73090605986071
2005-11-12,9.766392707824707,9.934015274047852,9.737252235412598,9.916580200195312,9.905308723449707,1008887437.0,93.1690532340199
2005-11-17,10.007489204406738,10.211226463317871,9.800515174865723,10.195783615112305,10.184194564819336,1066900070.0,95.63780365293427
2005-11-22,10.178099632263184,10.67872428894043,10.117826461791992,10.675485610961914,10.663351058959961,984520444.0,97.44357527322096
2005-11-27,10.705373764038086,10.740740776062012,9.852071762084961,10.313591957092285,10.301868438720703,2322500794.0,88.38096018519744
2005-12-02,10.384575843811035,10.449084281921387,10.004999160766602,10.07573413848877,10.064281463623047,1323269418.0,78.5664811257022
2005-12-07,10.116082191467285,10.355684280395508,9.937999725341797,10.19179916381836,10.180214881896973,1133002915.0,72.29070971845185
2005-12-12,10.327041625976562,10.772123336791992,10.210478782653809,10.713592529296875,10.701415061950684,1771438994.0,74.53944499603752
2005-12-17,10.76465129852295,11.113594055175781,10.463529586791992,10.618449211120605,10.606379508972168,1736219474.0,69.95435881887317
2005-12-22,10.753941535949707,10.781089782714844,10.608487129211426,10.733019828796387,10.720820426940918,487488403.0,72.04825239528833
2005-12-27,10.756182670593262,10.756182670593262,10.304875373840332,10.332770347595215,10.321025848388672,1138395051.0,63.77685721826646
2006-01-01,10.523554801940918,11.24659538269043,10.416457176208496,11.238874435424805,11.226099967956543,1574515632.0,72.53763494765505
2006-01-06,11.379097938537598,11.790804862976074,11.288686752319336,11.70014476776123,11.686845779418945,1591780103.0,73.50105684428925
2006-01-11,11.737753868103027,11.833395957946777,11.494416236877441,11.612723350524902,11.599523544311523,1075588515.0,74.46904053410393
2006-01-16,11.533269882202148,11.703632354736328,9.831648826599121,9.94920825958252,9.937899589538574,3389055576.0,43.315735964080346
2006-01-21,10.146469116210938,11.313344955444336,10.10537338256836,10.784577369689941,10.772318840026855,2286369874.0,51.01632198628996
2006-01-26,10.947465896606445,10.958674430847168,10.549457550048828,10.630654335021973,10.618571281433105,1203180977.0,43.97102774406434
2006-01-31,10.724054336547852,10.94896125793457,9.279467582702637,9.503129959106445,9.492327690124512,3183006136.0,29.592150628328888
2006-02-05,9.596778869628906,9.711099624633789,8.833639144897461,8.93575668334961,8.925600051879883,2340222975.0,22.400451177989368
2006-02-10,9.014960289001465,9.078472137451172,8.515332221984863,8.550949096679688,8.541229248046875,1991247815.0,17.857716794498693
2006-02-15,8.499890327453613,9.268757820129395,8.41421127319336,9.184325218200684,9.173885345458984,1950591995.0,26.440159798200504
2006-02-20,9.126791000366211,9.49540901184082,9.062531471252441,9.39976692199707,9.389082908630371,1373051315.0,30.766922709238862
2006-02-25,9.496155738830566,9.901387214660645,8.431147575378418,9.085944175720215,9.075616836547852,2477692319.0,30.26946968416715
2006-03-02,9.072992324829102,9.644848823547363,9.021185874938965,9.168135643005371,9.15771484375,1575162048.0,33.344448694604004
