Datetime,Open,High,Low,Close,Adj Close,Volume,marketCycle,marketCycle_1m,marketCycle_1h,marketCycle_1d,marketCycle_5d
2024-06-27 01:12:00,60973.11328125,60973.11328125,60973.11328125,60973.11328125,60973.11328125,0.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:13:00,60980.25,60980.25,60980.25,60980.25,60980.25,1380352.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:14:00,60959.64453125,60959.64453125,60959.64453125,60959.64453125,60959.64453125,5437440.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:16:00,60982.41015625,60982.41015625,60982.41015625,60982.41015625,60982.41015625,0.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:17:00,60984.15234375,60984.15234375,60984.15234375,60984.15234375,60984.15234375,0.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:19:00,60969.64453125,60969.64453125,60969.64453125,60969.64453125,60969.64453125,0.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:21:00,60955.734375,60955.734375,60955.734375,60955.734375,60955.734375,0.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:22:00,60991.26171875,60991.26171875,60991.26171875,60991.26171875,60991.26171875,1748992.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:23:00,61045.09375,61045.09375,61045.09375,61045.09375,61045.09375,0.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:24:00,61030.58203125,61030.58203125,61030.58203125,61030.58203125,61030.58203125,0.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:26:00,61017.19140625,61017.19140625,61017.19140625,61017.19140625,61017.19140625,3049472.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:28:00,61011.703125,61011.703125,61011.703125,61011.703125,61011.703125,0.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:29:00,60994.9609375,60994.9609375,60994.9609375,60994.9609375,60994.9609375,0.0,,,35.986203666450685,30.63245702125033,31.824395787941825
2024-06-27 01:30:00,61003.1484375,61003.1484375,61003.1484375,61003.1484375,61003.1484375,32768.0,,,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:31:00,61020.01171875,61020.01171875,61020.01171875,61020.01171875,61020.01171875,3325952.0,,,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:32:00,61056.40625,61056.40625,61056.40625,61056.40625,61056.40625,0.0,64.99496729993389,64.99496729993389,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:33:00,61065.93359375,61065.93359375,61065.93359375,61065.93359375,61065.93359375,0.0,73.76456943894826,73.76456943894826,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:35:00,61049.3671875,61049.3671875,61049.3671875,61049.3671875,61049.3671875,0.0,72.28293639224287,72.28293639224287,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:36:00,61039.6875,61039.6875,61039.6875,61039.6875,61039.6875,0.0,67.97487328907906,67.97487328907906,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:38:00,61016.66796875,61016.66796875,61016.66796875,61016.66796875,61016.66796875,0.0,55.32431973490343,55.32431973490343,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:40:00,61043.1328125,61043.1328125,61043.1328125,61043.1328125,61043.1328125,11628544.0,57.07854513924672,57.07854513924672,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:41:00,61030.34375,61030.34375,61030.34375,61030.34375,61030.34375,4972544.0,46.5657605260814,46.5657605260814,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:42:00,61043.33984375,61043.33984375,61043.33984375,61043.33984375,61043.33984375,0.0,54.101865036013805,54.101865036013805,35.63890744871667,30.63245702125033,31.824395787941825
2024-06-27 01:45:00,61057.0546875,61057.0546875,61057.0546875,61057.0546875,61057.0546875,0.0,63.87151740320999,63.87151740320999,35.63890744871667,30.63245702125033,31.824395787941825
