Datetime,Open,High,Low,Close,Adj Close,Volume,marketCycle
2024-06-27 01:12:00+00:00,3371.51904296875,3371.51904296875,3371.51904296875,3371.51904296875,3371.51904296875,0.0,
2024-06-27 01:13:00+00:00,3372.069580078125,3372.069580078125,3372.069580078125,3372.069580078125,3372.069580078125,763904.0,
2024-06-27 01:15:00+00:00,3371.343017578125,3371.343017578125,3371.343017578125,3371.343017578125,3371.343017578125,0.0,
2024-06-27 01:16:00+00:00,3372.88623046875,3372.88623046875,3372.88623046875,3372.88623046875,3372.88623046875,358400.0,
2024-06-27 01:18:00+00:00,3373.676513671875,3373.676513671875,3373.676513671875,3373.676513671875,3373.676513671875,12080128.0,
2024-06-27 01:20:00+00:00,3373.801513671875,3373.801513671875,3373.801513671875,3373.801513671875,3373.801513671875,0.0,
2024-06-27 01:21:00+00:00,3375.149169921875,3375.149169921875,3375.149169921875,3375.149169921875,3375.149169921875,1383424.0,
2024-06-27 01:22:00+00:00,3376.9638671875,3376.9638671875,3376.9638671875,3376.9638671875,3376.9638671875,1819648.0,
2024-06-27 01:23:00+00:00,3378.160400390625,3378.160400390625,3378.160400390625,3378.160400390625,3378.160400390625,0.0,
2024-06-27 01:24:00+00:00,3377.5166015625,3377.5166015625,3377.5166015625,3377.5166015625,3377.5166015625,1774592.0,
2024-06-27 01:25:00+00:00,3376.977783203125,3376.977783203125,3376.977783203125,3376.977783203125,3376.977783203125,0.0,
2024-06-27 01:27:00+00:00,3375.654052734375,3375.654052734375,3375.654052734375,3375.654052734375,3375.654052734375,0.0,
2024-06-27 01:28:00+00:00,3375.87939453125,3375.87939453125,3375.87939453125,3375.87939453125,3375.87939453125,2230272.0,
2024-06-27 01:29:00+00:00,3375.094970703125,3375.094970703125,3375.094970703125,3375.094970703125,3375.094970703125,0.0,
2024-06-27 01:30:00+00:00,3375.64794921875,3375.64794921875,3375.64794921875,3375.64794921875,3375.64794921875,0.0,
2024-06-27 01:31:00+00:00,3377.139892578125,3377.139892578125,3377.139892578125,3377.139892578125,3377.139892578125,0.0,53.733603347603356
2024-06-27 01:32:00+00:00,3379.06884765625,3379.06884765625,3379.06884765625,3379.06884765625,3379.06884765625,0.0,65.90969007916249
2024-06-27 01:34:00+00:00,3378.856201171875,3378.856201171875,3378.856201171875,3378.856201171875,3378.856201171875,0.0,71.88461842880298
2024-06-27 01:35:00+00:00,3378.464111328125,3378.464111328125,3378.464111328125,3378.464111328125,3378.464111328125,9833472.0,72.6842744118727
2024-06-27 01:36:00+00:00,3378.04443359375,3378.04443359375,3378.04443359375,3378.04443359375,3378.04443359375,209920.0,66.883596525961
2024-06-27 01:37:00+00:00,3377.44580078125,3377.44580078125,3377.44580078125,3377.44580078125,3377.44580078125,0.0,56.25444837803464
2024-06-27 01:39:00+00:00,3376.990234375,3376.990234375,3376.990234375,3376.990234375,3376.990234375,0.0,44.67974161994989
2024-06-27 01:40:00+00:00,3375.96875,3375.96875,3375.96875,3375.96875,3375.96875,0.0,28.898105477935864
2024-06-27 01:41:00+00:00,3375.030029296875,3375.030029296875,3375.030029296875,3375.030029296875,3375.030029296875,0.0,16.571577436825383
2024-06-27 01:42:00+00:00,3375.609130859375,3375.609130859375,3375.609130859375,3375.609130859375,3375.609130859375,191488.0,19.01455544785556
2024-06-27 01:44:00+00:00,3375.45751953125,3375.45751953125,3375.45751953125,3375.45751953125,3375.45751953125,0.0,20.253524273522224
2024-06-27 01:45:00+00:00,3375.95166015625,3375.95166015625,3375.95166015625,3375.95166015625,3375.95166015625,0.0,30.66600716465963
2024-06-27 01:46:00+00:00,3378.142822265625,3378.142822265625,3378.142822265625,3378.142822265625,3378.142822265625,0.0,55.14157662776438
2024-06-27 01:47:00+00:00,3376.731201171875,3376.731201171875,3376.731201171875,3376.731201171875,3376.731201171875,9300992.0,53.31684537188413
2024-06-27 01:48:00+00:00,3377.681396484375,3377.681396484375,3377.681396484375,3377.681396484375,3377.681396484375,0.0,63.11039873317253
2024-06-27 01:49:00+00:00,3377.3818359375,3377.3818359375,3377.3818359375,3377.3818359375,3377.3818359375,0.0,61.34284001973059
2024-06-27 01:51:00+00:00,3376.12060546875,3376.12060546875,3376.12060546875,3376.12060546875,3376.12060546875,0.0,49.291783355703544
2024-06-27 01:52:00+00:00,3376.55224609375,3376.55224609375,3376.55224609375,3376.55224609375,3376.55224609375,0.0,47.51689996887505
2024-06-27 01:53:00+00:00,3375.95947265625,3375.95947265625,3375.95947265625,3375.95947265625,3375.95947265625,0.0,37.847377572037544
2024-06-27 01:54:00+00:00,3375.607177734375,3375.607177734375,3375.607177734375,3375.607177734375,3375.607177734375,0.0,30.22938501630348
2024-06-27 01:56:00+00:00,3375.013671875,3375.013671875,3375.013671875,3375.013671875,3375.013671875,0.0,17.66161219538943
2024-06-27 01:58:00+00:00,3378.353515625,3378.353515625,3378.353515625,3378.353515625,3378.353515625,0.0,48.794797775538285
2024-06-27 01:59:00+00:00,3378.82275390625,3378.82275390625,3378.82275390625,3378.82275390625,3378.82275390625,0.0,58.190409386969506
2024-06-27 02:00:00+00:00,3377.407958984375,3377.407958984375,3377.407958984375,3377.407958984375,3377.407958984375,0.0,54.80128594305215
2024-06-27 02:01:00+00:00,3376.98974609375,3376.98974609375,3376.98974609375,3376.98974609375,3376.98974609375,0.0,49.53272217670078
2024-06-27 02:03:00+00:00,3375.23193359375,3375.23193359375,3375.23193359375,3375.23193359375,3375.23193359375,0.0,33.378574376428546
2024-06-27 02:04:00+00:00,3372.959228515625,3372.959228515625,3372.959228515625,3372.959228515625,3372.959228515625,0.0,22.005942409696047
2024-06-27 02:06:00+00:00,3367.3212890625,3367.3212890625,3367.3212890625,3367.3212890625,3367.3212890625,0.0,10.614300867840024
2024-06-27 02:08:00+00:00,3367.3974609375,3367.3974609375,3367.3974609375,3367.3974609375,3367.3974609375,0.0,8.304776740515308
2024-06-27 02:09:00+00:00,3366.54931640625,3366.54931640625,3366.54931640625,3366.54931640625,3366.54931640625,0.0,6.024347767352855
2024-06-27 02:10:00+00:00,3369.82421875,3369.82421875,3369.82421875,3369.82421875,3369.82421875,0.0,19.152207166977057
2024-06-27 02:12:00+00:00,3377.7333984375,3377.7333984375,3377.7333984375,3377.7333984375,3377.7333984375,0.0,46.990541833805366
2024-06-27 02:13:00+00:00,3378.507568359375,3378.507568359375,3378.507568359375,3378.507568359375,3378.507568359375,714752.0,62.95360448522206
2024-06-27 02:15:00+00:00,3379.6259765625,3379.6259765625,3379.6259765625,3379.6259765625,3379.6259765625,2030592.0,76.63082039710095
2024-06-27 02:16:00+00:00,3378.510986328125,3378.510986328125,3378.510986328125,3378.510986328125,3378.510986328125,692224.0,77.59307958875334
2024-06-27 02:18:00+00:00,3376.56103515625,3376.56103515625,3376.56103515625,3376.56103515625,3376.56103515625,0.0,69.6270775980569
2024-06-27 02:19:00+00:00,3375.81201171875,3375.81201171875,3375.81201171875,3375.81201171875,3375.81201171875,0.0,61.680296028710174
